id,code,uic,name_long,slug,country,type,geo_lat,geo_lng,cities,tot_pop
453,TB,8400597,Tilburg,tilburg,NL,knooppuntIntercitystation,51.560554504395,5.0836110115051,['Tilburg'],1944588
43,ASD,8400058,Amsterdam Centraal,amsterdam-centraal,NL,megastation,52.378887176514,4.9002776145935,['Amsterdam'],917923
410,RTB,8400529,Rotterdam Blaak,rotterdam-blaak,NL,stoptreinstation,51.920276641846,4.4888887405395,"['Rotterdam', 'Kralingse Veer']",666722
214,GVC,8400282,Den Haag Centraal,den-haag-centraal,NL,megastation,52.080276489258,4.3249998092651,"['The Hague', 'Scheveningen']",607170
470,UTM,8400624,Utrecht Maliebaan,utrecht-maliebaan,NL,stoptreinstation,52.087776184082,5.1313886642456,['Utrecht'],359370
422,SDM,8400553,Schiedam Centrum,schiedam-centrum,NL,stoptreinstation,51.921243812803,4.4089937210083,"['Schiedam', 'Vlaardingen', 'Spijkenisse', 'Hellevoetsluis', 'Hoogvliet', 'Rozenburg', 'Pernis', 'Poortugaal']",319785
168,EHV,8400206,Eindhoven Centraal,eindhoven-centraal,NL,megastation,51.443332672119,5.4813890457153,"['Eindhoven', 'Waalre']",261274
529,ZD,8400731,Zaandam,zaandam,NL,knooppuntIntercitystation,52.438888549805,4.8136110305786,"['Zaanstad', 'Zaandam']",235583
204,GN,8400263,Groningen,groningen,NL,knooppuntIntercitystation,53.210556030273,6.5647220611572,['Groningen'],233273
17,ALM,8400080,Almere Centrum,almere-centrum,NL,knooppuntIntercitystation,52.37503,5.21764,['Almere'],214715
61,BD,8400131,Breda,breda,NL,knooppuntIntercitystation,51.595554351807,4.7800002098083,"['Breda', 'Raamsdonksveer']",196596
308,LEDN,8400390,Leiden Centraal,leiden-centraal,NL,knooppuntIntercitystation,52.166110992432,4.4816665649414,"['Leiden', 'Leiderdorp', 'Oegstgeest', 'Valkenburg']",182809
355,NM,8400470,Nijmegen,nijmegen,NL,knooppuntIntercitystation,51.843612670898,5.8522224426269,['Nijmegen'],177359
9,AHP,8400072,Arnhem Velperpoort,arnhem-velperpoort,NL,stoptreinstation,51.985279083252,5.9194445610046,['Arnhem'],164096
244,HLM,8400285,Haarlem,haarlem,NL,knooppuntIntercitystation,52.38777923584,4.6383333206177,['Haarlem'],162543
266,HT,8400319,'s-Hertogenbosch,s-hertogenbosch,NL,knooppuntIntercitystation,51.69048,5.29362,"['’s-Hertogenbosch', 'Vlijmen']",160063
178,ES,8400212,Enschede,enschede,NL,knooppuntIntercitystation,52.222499847412,6.8899998664856,['Enschede'],159703
23,AMF,8400055,Amersfoort Centraal,amersfoort-centraal,NL,knooppuntIntercitystation,52.153888702393,5.3705554008484,['Amersfoort'],157462
483,VH,8400655,Voorhout,voorhout,NL,stoptreinstation,52.224445343018,4.4844446182251,"['Katwijk', 'Noordwijk', 'Teijlingen']",148460
31,APD,8400066,Apeldoorn,apeldoorn,NL,knooppuntIntercitystation,52.209167480469,5.9702777862549,['Apeldoorn'],138945
532,ZL,8400747,Zwolle,zwolle,NL,knooppuntIntercitystation,52.504722595215,6.0919442176819,['Zwolle'],129840
321,LW,8400387,Leeuwarden,leeuwarden,NL,knooppuntIntercitystation,53.195835113525,5.7922220230103,"['Leeuwarden', 'Goutum']",127791
536,ZTMO,8400740,Zoetermeer Oost,zoetermeer-oost,NL,stoptreinstation,52.046390533447,4.4927778244019,['Zoetermeer'],125267
232,HFD,8400332,Hoofddorp,hoofddorp,NL,stoptreinstation,52.293334960938,4.7005553245544,"['Hoofddorp', 'Aalsmeer', 'Kudelstaart', 'Rijsenhout']",123229
126,DDZD,8400181,Dordrecht Zuid,dordrecht-zuid,NL,stoptreinstation,51.790000915527,4.6713891029358,['Dordrecht'],121434
342,MT,8400424,Maastricht,maastricht,NL,knooppuntIntercitystation,50.850276947021,5.7055554389954,['Maastricht'],120227
98,BRD,8400090,Barendrecht,barendrecht,NL,stoptreinstation,51.854721069336,4.5533332824707,"['Barendrecht', 'Ridderkerk', 'Oud-Beijerland']",119615
144,DT,8400170,Delft,delft,NL,knooppuntIntercitystation,52.00666809082,4.3563890457153,"['Delft', 'Den Hoorn']",117476
36,APN,8400053,Alphen a/d Rijn,alphen-a-d-rijn,NL,knooppuntIntercitystation,52.124443054199,4.6577777862549,['Alphen aan den Rijn'],114182
26,AMR,8400050,Alkmaar,alkmaar,NL,knooppuntIntercitystation,52.63777923584,4.7397222518921,['Alkmaar'],111766
111,BV,8400113,Beverwijk,beverwijk,NL,intercitystation,52.478332519531,4.6566667556763,"['Velsen-Zuid', 'Beverwijk']",110480
407,RSW,8400505,Rijswijk,rijswijk,NL,stoptreinstation,52.039722442627,4.3191666603088,"['Rijswijk', '’s-Gravenzande', 'Naaldwijk', 'Honselersdijk', 'Kwintsheul']",107194
173,EMN,8400208,Emmen,emmen,NL,sneltreinstation,52.790000915527,6.8994445800781,['Emmen'],107024
722,HVSM,8400324,Hilversum Media Park,hilversum-media-park,NL,stoptreinstation,52.238056182861,5.1738886833191,"['Hilversum', 'Laren']",102635
153,DV,8400173,Deventer,deventer,NL,knooppuntIntercitystation,52.257499694824,6.1605553627014,['Deventer'],101236
218,GZ,8400251,Gilze-Rijen,gilze-rijen,NL,stoptreinstation,51.583610534668,4.9261112213135,"['Oosterhout', 'Dongen', 'Rijen']",99374
119,CPS,8400147,Capelle Schollevaar,capelle-schollevaar,NL,stoptreinstation,51.954166412354,4.5841665267944,"['Capelle aan den IJssel', 'Krimpen aan den IJssel']",96729
541,ZWD,8400752,Zwijndrecht,zwijndrecht,NL,stoptreinstation,51.814998626709,4.6416668891907,"['Zwijndrecht', 'Hendrik-Ido-Ambacht', 'Alblasserdam']",96169
247,HM,8400313,Helmond,helmond,NL,knooppuntIntercitystation,51.475555419922,5.6619443893433,['Helmond'],92627
274,HWD,8400306,Heerhugowaard,heerhugowaard,NL,knooppuntStoptreinstation,52.669723510742,4.8227777481079,"['Heerhugowaard', 'Langedijk', 'Zuid-Scharwoude']",87021
261,HRL,8400307,Heerlen,heerlen,NL,knooppuntIntercitystation,50.89083480835,5.9749999046326,['Heerlen'],86936
313,LLS,8400394,Lelystad Centrum,lelystad-centrum,NL,knooppuntIntercitystation,52.507778167725,5.4727778434753,['Lelystad'],83033
388,PMR,8400508,Purmerend,purmerend,NL,knooppuntStoptreinstation,52.50305557251,4.9536108970642,['Purmerend'],81515
233,HGL,8400316,Hengelo,hengelo,NL,knooppuntIntercitystation,52.261665344238,6.7938890457153,['Hengelo'],81049
195,GD,8400258,Gouda,gouda,NL,knooppuntIntercitystation,52.017501831055,4.7044444084167,['Gouda'],73681
252,HN,8400337,Hoorn,hoorn,NL,knooppuntIntercitystation,52.644721984863,5.0555553436279,['Hoorn'],73619
350,NDB,8400452,Naarden-Bussum,naarden-bussum,NL,knooppuntStoptreinstation,52.280277252197,5.1569442749023,"['Huizen', 'Bussum']",73500
27,AMRI,8400520,Almelo de Riet,almelo-de-riet,NL,stoptreinstation,52.341945648193,6.6666665077209,['Almelo'],73132
46,ASDZ,8400061,Amsterdam Zuid,amsterdam-zuid,NL,intercitystation,52.338889,4.872356,"['Amstelveen', 'Bovenkerk']",72863
49,ASN,8400073,Assen,assen,NL,knooppuntIntercitystation,52.991664886475,6.5708332061768,['Assen'],68836
489,VNDC,8400627,Veenendaal Centrum,veenendaal-centrum,NL,knooppuntStoptreinstation,52.020000457764,5.548611164093,['Veenendaal'],66912
122,DB,8400182,Driebergen-Zeist,driebergen-zeist,NL,knooppuntStoptreinstation,52.065277099609,5.25861120224,"['Zeist', 'Odijk']",65382
796,UTLN,8400623,Utrecht Lunetten,utrecht-lunetten,NL,stoptreinstation,52.06555557251,5.144166469574,['Nieuwegein'],63866
312,LG,8400548,Landgraaf,landgraaf,NL,knooppuntStoptreinstation,50.896389007568,6.019166469574,"['Landgraaf', 'Schaesberg', 'Heerlerbaan']",63034
402,RM,8400523,Roermond,roermond,NL,knooppuntIntercitystation,51.193054199219,5.9941668510437,['Roermond'],57308
420,SD,8400569,Soestdijk,soestdijk,NL,stoptreinstation,52.183612823486,5.3000001907349,"['Soest', 'Soestdijk']",51736
267,HTN,8400340,Houten,houten,NL,knooppuntStoptreinstation,52.03402,5.16821,['Houten'],50223
78,BK,8400096,Beek-Elsloo,beek-elsloo,NL,stoptreinstation,50.947498321533,5.7866668701172,"['Stein', 'Beek', 'Elsloo', 'Neerbeek']",50075
329,MDB,8400436,Middelburg,middelburg,NL,stoptreinstation,51.494720458984,3.6172223091126,['Middelburg'],49956
225,HD,8400294,Harderwijk,harderwijk,NL,knooppuntStoptreinstation,52.337501525879,5.619722366333,['Harderwijk'],48726
784,EHS,8400196,Eindhoven Strijp-S,eindhoven-strijp-s,NL,stoptreinstation,51.451110839844,5.4558334350586,"['Veldhoven', 'Oerle']",48440
142,DRH,8400183,Driehuis,driehuis,NL,stoptreinstation,52.442501068115,4.6380553245544,['IJmuiden'],48320
534,ZP,8400744,Zutphen,zutphen,NL,knooppuntIntercitystation,52.145278930664,6.1941666603088,['Zutphen'],47423
428,SHL,8400561,Schiphol Airport,schiphol-airport,NL,megastation,52.30944442749,4.7619442939758,"['Uithoorn', 'Badhoevedorp', 'De Kwakel']",47376
427,SGN,8400549,Schagen,schagen,NL,stoptreinstation,52.784442901611,4.8052778244019,['Schagen'],46532
295,KRD,8400355,Kerkrade Centrum,kerkrade-centrum,NL,knooppuntStoptreinstation,50.861667633057,6.0574998855591,['Kerkrade'],45442
538,ZV,8400735,Zevenaar,zevenaar,NL,knooppuntStoptreinstation,51.923053741455,6.0719442367554,['Zevenaar'],44096
185,ETN,8400218,Etten-Leur,etten-leur,NL,intercitystation,51.57500076294,4.6358332633972,['Etten-Leur'],43869
404,RS,8400524,Rosmalen,rosmalen,NL,stoptreinstation,51.714721679688,5.3680553436279,"['Rosmalen', 'Hintham', 'Empel']",42289
458,TL,8400596,Tiel,tiel,NL,knooppuntStoptreinstation,51.889446258545,5.4222221374512,['Tiel'],41920
387,PMO,8400506,Purmerend Overwhere,purmerend-overwhere,NL,stoptreinstation,52.511390686035,4.9683332443237,"['Volendam', 'Edam']",41543
327,MAS,8400419,Maarssen,maarssen,NL,stoptreinstation,52.135276794434,5.0336112976074,['Maarssen'],39752
377,OP,8400494,Opheusden,opheusden,NL,stoptreinstation,51.9261615,5.6371145,['Wageningen'],39635
468,UTG,8400615,Uitgeest,uitgeest,NL,knooppuntStoptreinstation,52.521667480469,4.7016668319702,['Heemskerk'],39191
383,OW,8400496,Oss West,oss-west,NL,stoptreinstation,51.758056640625,5.5055556297302,['Veghel'],38077
544,SSH,8400603,Sassenheim,sassenheim,NL,stoptreinstation,52.215278,4.517222,"['Lisse', 'Sassenheim']",37868
487,VL,8400644,Venlo,venlo,NL,knooppuntIntercitystation,51.363609313965,6.1727776527405,['Venlo'],37663
210,GR,8400256,Gorinchem,gorinchem,NL,knooppuntStoptreinstation,51.833889007568,4.9683332443237,['Gorinchem'],37410
440,STD,8400564,Sittard,sittard,NL,knooppuntIntercitystation,51.001667022705,5.8586111068726,['Sittard'],37085
147,DTCP,8400166,Delft Campus,delft-campus,NL,stoptreinstation,51.990833282471,4.3647222518921,['Maassluis'],33567
219,HAD,8400302,Heemstede-Aerdenhout,heemstede-aerdenhout,NL,intercitystation,52.35916519165,4.6066665649414,"['Heemstede', 'Aerdenhout']",32275
124,DDR,8400180,Dordrecht,dordrecht,NL,knooppuntIntercitystation,51.807220458984,4.668333530426,['Papendrecht'],32171
372,ODZ,8400483,Oldenzaal,oldenzaal,NL,stoptreinstation,52.30638885498,6.9347224235535,['Oldenzaal'],31701
482,VG,8400667,Vught,vught,NL,stoptreinstation,51.655555725098,5.2919445037842,['Vught'],31669
364,NVP,8400460,Nieuw Vennep,nieuw-vennep,NL,stoptreinstation,52.258888244629,4.6455554962158,['Nieuw-Vennep'],31415
501,WADN,8400674,Waddinxveen Noord,waddinxveen-noord,NL,stoptreinstation,52.055000305176,4.6483335494995,['Waddinxveen'],31342
136,DMNZ,8400163,Diemen Zuid,diemen-zuid,NL,stoptreinstation,52.330276489258,4.9558334350586,['Diemen'],31334
73,BET,8400112,Best,best,NL,stoptreinstation,51.509998321533,5.3891668319702,['Best'],30216
116,CL,8400154,Culemborg,culemborg,NL,stoptreinstation,51.946666717529,5.2269444465637,['Culemborg'],29121
209,GP,8400245,Geldrop,geldrop,NL,knooppuntStoptreinstation,51.419723510742,5.5505557060242,['Geldrop'],28001
497,VTN,8400651,Vleuten,vleuten,NL,stoptreinstation,52.103056,5.007404,['Vleuten'],27815
224,HB,8400326,Hoensbroek,hoensbroek,NL,stoptreinstation,50.905555725098,5.9305553436279,['Brunssum'],27670
97,BR,8400117,Blerick,blerick,NL,stoptreinstation,51.372501373291,6.1550002098083,['Blerick'],27330
535,ZTM,8400741,Zoetermeer,zoetermeer,NL,knooppuntStoptreinstation,52.047500610352,4.4772224426269,['Pijnacker'],27130
495,VST,8400659,Voorschoten,voorschoten,NL,stoptreinstation,52.1252784729,4.4324998855591,['Voorschoten'],25650
423,SDT,8400565,Sliedrecht,sliedrecht,NL,stoptreinstation,51.829723358154,4.7783331871033,['Sliedrecht'],25597
246,HLO,8400309,Heiloo,heiloo,NL,stoptreinstation,52.599445343018,4.7005553245544,['Heiloo'],24144
86,BN,8400124,Borne,borne,NL,stoptreinstation,52.298889160156,6.7480554580689,['Borne'],23668
237,HIL,8400329,Hillegom,hillegom,NL,stoptreinstation,52.302501678467,4.5655555725098,['Hillegom'],22197
472,UTT,8400614,Utrecht Terwijde,utrecht-terwijde,NL,stoptreinstation,52.1000753,5.0439547,['De Meern'],21815
249,HMBV,8400242,Helmond Brandevoort,helmond-brandevoort,NL,stoptreinstation,51.462223052979,5.6072220802307,['Nuenen'],20580
804,ZZS,8400364,Zaandijk Zaanse Schans,zaandijk-zaanse-schans,NL,knooppuntStoptreinstation,52.469165802002,4.8049998283386,"['Koog aan de Zaan', 'Zaandijk']",19825
513,WP,8400685,Weesp,weesp,NL,knooppuntStoptreinstation,52.3127784729,5.0430555343628,['Weesp'],19334
525,YPB,8400379,Den Haag Ypenburg,den-haag-ypenburg,NL,stoptreinstation,52.055278778076,4.39222240448,['Nootdorp'],19000
286,KMA,8400368,Krommenie-Assendelft,krommenie-assendelft,NL,stoptreinstation,52.49511,4.75417,['Krommenie'],18955
170,EKZ,8400210,Enkhuizen,enkhuizen,NL,stoptreinstation,52.699165344238,5.286388874054,['Enkhuizen'],18637
205,GND,8400295,Hardinxveld-Giessendam,hardinxveld-giessendam,NL,stoptreinstation,51.830554962158,4.8358335494995,['Hardinxveld-Giessendam'],18413
194,GBR,8400262,Glanerbrug,glanerbrug,NL,stoptreinstation,52.218612670898,6.9744443893433,['Glanerbrug'],16715
813,BSKS,8400126,Boskoop Snijdelwijk,boskoop-snijdelwijk,NL,stoptreinstation,52.067658,4.646186,['Boskoop'],15045
545,WTV,8400688,Westervoort,westervoort,NL,stoptreinstation,51.96286,5.9695,['Westervoort'],15014
29,ANA,8400065,Anna Paulowna,anna-paulowna,NL,stoptreinstation,52.867221832275,4.8111109733581,['Julianadorp'],13925
108,BSMZ,8400145,Bussum Zuid,bussum-zuid,NL,stoptreinstation,52.26583480835,5.1630554199219,['Blaricum'],11952
196,GDG,8400257,Gouda Goverwelle,gouda-goverwelle,NL,stoptreinstation,52.014999389648,4.7408332824707,['Schoonhoven'],11922
437,SRN,8400582,Susteren,susteren,NL,stoptreinstation,51.061389923096,5.8630557060242,"['Susteren', 'Nieuwstadt', 'Born']",11630
141,DR,8400176,Dieren,dieren,NL,intercitystation,52.044998168945,6.1030554771423,['Doesburg'],11064
436,SPTZ,8400544,Santpoort Zuid,santpoort-zuid,NL,stoptreinstation,52.419723510742,4.6313886642456,"['Santpoort-Noord', 'Santpoort-Zuid']",10610
24,AMFS,8400054,Amersfoort Schothorst,amersfoort-schothorst,NL,stoptreinstation,52.174822137451,5.4038887023926,['Hoogland'],10587
215,GVM,8400278,Den Haag Mariahoeve,den-haag-mariahoeve,NL,stoptreinstation,52.090557098389,4.3694443702698,['Leidschendam'],10482
548,SDTB,8400497,Sliedrecht Baanhoek,sliedrecht-baanhoek,NL,stoptreinstation,51.829722,4.743333,['Nieuw-Lekkerland'],9541
253,HNK,8400336,Hoorn Kersenboogerd,hoorn-kersenboogerd,NL,stoptreinstation,52.653610229492,5.0855555534363,"['Westerblokker', 'Zwaag']",8470
54,AVAT,8400228,Amersfoort Vathorst,amersfoort-vathorst,NL,stoptreinstation,52.192779541016,5.4338889122009,"['Hooglanderveen', 'Nijkerkerveen']",8440
684,HWZB,8400400,Halfweg-Zwanenburg,halfweg-zwanenburg,NL,stoptreinstation,52.385935,4.747165,['Zwanenburg'],7935
113,CAS,8400151,Castricum,castricum,NL,intercitystation,52.545833587646,4.6586112976074,['Limmen'],7635
401,RLB,8400542,Rotterdam Lombardijen,rotterdam-lombardijen,NL,stoptreinstation,51.880001068115,4.531388759613,['Bolnes'],7300
132,DLD,8400179,Den Dolder,den-dolder,NL,knooppuntStoptreinstation,52.140277862549,5.2427778244019,['Soesterberg'],7210
415,RV,8400518,Reuver,reuver,NL,stoptreinstation,51.28321916653,6.0789585113525,['Reuver'],6120
96,BP,8400139,Buitenpost,buitenpost,NL,knooppuntSneltreinstation,53.2564547,6.1446496,['Surhuisterveen'],6050
457,TG,8400591,Tegelen,tegelen,NL,stoptreinstation,51.33894,6.14253,['Belfeld'],5505
198,GDM,8400244,Geldermalsen,geldermalsen,NL,knooppuntStoptreinstation,51.88301,5.27127,['Meteren'],5398
738,VMW,8400078,Amsterdam Van der Madeweg,amsterdam-van-der-madeweg,NL,facultatiefStation,52.330134,4.92975,['Duivendrecht'],5300
37,ARN,8400069,Arnemuiden,arnemuiden,NL,stoptreinstation,51.501667022705,3.6691665649414,['Arnemuiden'],5055
203,GLN,8400246,Geleen Oost,geleen-oost,NL,stoptreinstation,50.966945648193,5.8430557250977,['Munstergeleen'],4610
77,BHV,8400114,Bilthoven,bilthoven,NL,stoptreinstation,52.130001068115,5.2038888931274,['Den Dolder'],4420
382,OVN,8400501,Overveen,overveen,NL,stoptreinstation,52.391109466553,4.6061110496521,['Overveen'],4040
335,MMLH,8400446,Mook Molenhoek,mook-molenhoek,NL,stoptreinstation,51.766262,5.879133,['Molenhoek'],3930
505,WF,8400704,Wolfheze,wolfheze,NL,stoptreinstation,52.005554199219,5.7936110496521,['Heelsum'],3540
426,SGL,8400341,Houthem-St. Gerlach,houthem-st-gerlach,NL,stoptreinstation,50.873332977295,5.7972221374512,['Berg'],3095
6,AH,8400071,Arnhem Centraal,arnhem-centraal,NL,knooppuntIntercitystation,51.985000610352,5.8991665840149,['Elden'],2865
397,RH,8400519,Rheden,rheden,NL,stoptreinstation,52.0101,6.0314,['Giesbeek'],2695
785,ESK,8400221,Enschede Kennispark,enschede-kennispark,NL,stoptreinstation,52.23749923706,6.8388891220093,['Boekelo'],2595
184,EST,8400207,Elst,elst,NL,knooppuntStoptreinstation,51.916942596435,5.8550000190735,['Bemmel'],2532
81,BKL,8400133,Breukelen,breukelen,NL,knooppuntStoptreinstation,52.17149,4.9906,['Mijdrecht'],1960
239,HKS,8400334,Hoogkarspel,hoogkarspel,NL,stoptreinstation,52.69055557251,5.1838889122009,['Hoogkarspel'],884
79,BKF,8400230,Bovenkarspel Flora,bovenkarspel-flora,NL,stoptreinstation,52.696109771729,5.2527775764465,['Bovenkarspel'],773
199,GDR,8400241,Gaanderen,gaanderen,NL,stoptreinstation,51.93074,6.3486,[],0
431,SM,8400583,Swalmen,swalmen,NL,stoptreinstation,51.23582,6.03228,[],0
89,BNN,8400092,Barneveld Noord,barneveld-noord,NL,stoptreinstation,52.161388397217,5.5980553627014,[],0
87,BNC,8400091,Barneveld Centrum,barneveld-centrum,NL,stoptreinstation,52.139999389648,5.590277671814,[],0
74,BF,8400089,Baflo,baflo,NL,stoptreinstation,53.3608969,6.5185581,[],0
429,SK,8400566,Sneek,sneek,NL,knooppuntStoptreinstation,53.0328688,5.6523969,[],0
430,SKND,8400574,Sneek Noord,sneek-noord,NL,stoptreinstation,53.0409319,5.6631808,[],0
438,ST,8400567,Soest,soest,NL,knooppuntStoptreinstation,52.173332214355,5.3099999427795,[],0
448,STZ,8400571,Soest Zuid,soest-zuid,NL,stoptreinstation,52.165279388428,5.3030557632446,[],0
361,NSCH,8400457,Bad Nieuweschans,bad-nieuweschans,NL,knooppuntStoptreinstation,53.1844,7.19937,[],0
417,SBK,8400572,Spaubeek,spaubeek,NL,stoptreinstation,50.94327,5.850529,[],0
447,STV,8400575,Stavoren,stavoren,NL,stoptreinstation,52.8865535,5.3600212,[],0
442,STM,8400576,Stedum,stedum,NL,stoptreinstation,53.3262092,6.6875551,[],0
450,SWK,8400578,Steenwijk,steenwijk,NL,intercitystation,52.791510992432,6.1145557632446,[],0
102,BRN,8400086,Baarn,baarn,NL,knooppuntStoptreinstation,52.208332061768,5.2808332443237,[],0
11,AHZ,8400227,Arnhem Zuid,arnhem-zuid,NL,stoptreinstation,51.955001831055,5.8519444465637,[],0
432,SN,8400554,Schinnen,schinnen,NL,stoptreinstation,50.939167022705,5.8744444847107,[],0
454,TBG,8400592,Terborg,terborg,NL,stoptreinstation,51.9224549,6.3642466,[],0
10,AHPR,8400075,Arnhem Presikhaaf,arnhem-presikhaaf,NL,stoptreinstation,51.988056182861,5.9438886642456,[],0
459,TPSW,8400600,Tiel Passewaaij,tiel-passewaaij,NL,stoptreinstation,51.873889923096,5.39222240448,[],0
13,AKL,8400068,Arkel,arkel,NL,stoptreinstation,51.87194442749,4.9927778244019,[],0
455,TBR,8400598,Tilburg Reeshof,tilburg-reeshof,NL,stoptreinstation,51.573612213135,4.9944443702698,[],0
456,TBU,8400594,Tilburg Universiteit,tilburg-universiteit,NL,stoptreinstation,51.564985,5.051778,[],0
460,TWL,8400599,Twello,twello,NL,stoptreinstation,52.237777709961,6.0986108779907,[],0
34,APG,8400067,Appingedam,appingedam,NL,stoptreinstation,53.3258135,6.8619577,[],0
462,UHZ,8400617,Uithuizen,uithuizen,NL,stoptreinstation,53.4099568,6.6748869,[],0
461,UHM,8400618,Uithuizermeeden,uithuizermeeden,NL,stoptreinstation,53.4145845,6.7202975,[],0
465,UST,8400619,Usquert,usquert,NL,stoptreinstation,53.4014742,6.6093776,[],0
467,UT,8400621,Utrecht Centraal,utrecht-centraal,NL,megastation,52.088890075684,5.1102776527405,[],0
718,UTLR,8400607,Utrecht Leidsche Rijn,utrecht-leidsche-rijn,NL,stoptreinstation,52.09896,5.06523,[],0
764,BNZ,8400115,Barneveld Zuid,barneveld-zuid,NL,stoptreinstation,52.128853,5.60246,[],0
433,SOG,8400555,Schin op Geul,schin-op-geul,NL,stoptreinstation,50.856388092041,5.8722224235535,[],0
65,BDPB,8400132,Breda-Prinsenbeek,breda-prinsenbeek,NL,stoptreinstation,51.606388092041,4.7208333015442,[],0
409,RTA,8400507,Rotterdam Alexander,rotterdam-alexander,NL,intercitystation,51.951946258545,4.5536112785339,[],0
389,PMW,8400499,Purmerend Weidevenne,purmerend-weidevenne,NL,stoptreinstation,52.496590632542,4.9356293678284,[],0
391,PT,8400509,Putten,putten,NL,stoptreinstation,52.264999389648,5.5752778053284,[],0
394,RAT,8400513,Raalte,raalte,NL,stoptreinstation,52.391666412354,6.2775001525879,[],0
